MaintenanceWorkId,Date,Time,WorksDescription,EquipmentId,TimeTaken
474,18/07/2014,15:10,etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,3,181
475,18/07/2014,11:40,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,2,292
476,17/05/2014,9:49,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,3,306
477,5/12/2013,8:55,in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,3,42
478,5/11/2012,14:34,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,9,72
479,14/05/2013,14:03,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,6,67
480,23/03/2013,16:13,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,1,218
481,11/07/2013,8:14,in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,7,72
482,14/07/2014,14:11,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,6,323
483,16/09/2013,9:15,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2,312
484,8/06/2013,12:05,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,3,27
485,17/12/2013,12:29,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,4,138
486,21/10/2012,12:18,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,8,124
487,30/10/2013,10:04,tempus vivamus in felis eu sapien cursus vestibulum proin eu,5,210
488,16/04/2014,10:58,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,6,326
489,18/11/2012,15:10,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,2,172
490,26/03/2013,12:24,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,5,111
491,10/01/2014,12:35,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,7,37
492,20/08/2014,10:52,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,10,133
493,21/02/2013,9:12,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,1,119
494,29/03/2014,11:48,cubilia curae nulla dapibus dolor vel est donec odio justo,9,289
495,18/02/2014,15:37,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum,7,35
496,18/02/2013,12:04,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,8,210
497,21/04/2014,13:41,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,1,119
498,11/12/2013,14:45,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,5,216
499,24/07/2014,9:28,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,3,133
500,12/08/2013,15:41,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,10,223
501,22/11/2012,9:22,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,6,299
502,15/02/2013,10:29,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,2,139
503,11/06/2014,14:35,elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in,5,17
504,3/04/2013,11:07,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,5,73
505,2/01/2014,10:54,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,5,107
506,15/01/2013,14:13,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,9,306
507,4/03/2014,14:27,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,2,287
508,21/07/2013,9:00,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,9,316
509,16/02/2014,14:15,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit,2,322
510,19/11/2013,13:51,ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,8,280
511,6/07/2013,13:19,posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,3,136
512,26/11/2012,15:50,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,9,252
513,20/07/2014,15:47,porttitor pede justo eu massa donec dapibus duis at velit eu,5,334
514,12/07/2014,8:58,orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,9,145
515,21/11/2013,9:04,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,8,352
516,29/11/2012,8:53,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,1,63
517,10/01/2013,14:14,cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,1,228
518,22/06/2013,11:03,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,10,246
519,13/06/2014,8:10,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,8,53
520,1/05/2013,8:10,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna,2,71
521,7/04/2013,13:15,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,6,249
522,29/05/2013,12:13,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui,6,153
523,23/08/2014,8:12,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus,10,112
524,31/05/2014,16:08,mi integer ac neque duis bibendum morbi non quam nec dui,8,154
525,13/03/2013,14:42,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,9,359
526,8/12/2013,9:02,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,10,250
527,11/09/2013,9:25,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,9,10
528,16/12/2012,13:03,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,6,198
529,10/03/2014,13:50,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,8,177
530,4/07/2013,15:34,pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,10,79
531,15/02/2013,13:06,sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,5,219
532,2/12/2013,16:11,at nibh in hac habitasse platea dictumst aliquam augue quam,1,333
533,13/02/2013,13:54,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,6,127
534,24/10/2012,14:21,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,3,163
535,25/01/2014,12:43,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,2,328
536,4/05/2014,16:24,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,3,264
537,18/05/2013,13:08,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,8,14
538,3/02/2014,16:03,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,9,146
539,3/05/2014,13:48,donec semper sapien a libero nam dui proin leo odio,6,149
540,10/06/2013,10:23,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,2,75
541,3/08/2013,9:34,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,9,227
542,9/08/2013,14:16,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,6,204
543,13/05/2013,15:39,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend,5,240
544,4/03/2014,12:47,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,10,114
545,10/05/2014,16:53,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,2,324
546,7/02/2013,14:55,duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,2,179
547,21/02/2014,13:51,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,10,333
548,2/05/2013,8:20,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,9,140
549,23/08/2013,8:18,quis libero nullam sit amet turpis elementum ligula vehicula consequat,8,336
550,9/10/2012,14:43,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,5,20
551,17/05/2014,8:14,donec odio justo sollicitudin ut suscipit a feugiat et eros,9,39
552,30/08/2013,16:12,in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,7,287
553,28/08/2013,8:55,est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,2,291
554,19/07/2014,14:42,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,4,56
555,6/10/2012,11:11,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,2,135
556,23/08/2013,14:08,proin at turpis a pede posuere nonummy integer non velit donec diam,3,273
557,19/04/2014,12:00,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,2,306
558,9/03/2013,10:03,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,9,61
559,5/08/2013,10:02,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer,10,126
560,28/03/2014,12:03,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,6,323
561,4/06/2013,8:29,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,9,63
562,24/06/2014,13:18,suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,2,39
563,16/03/2014,14:24,donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis,4,305
564,1/08/2013,9:22,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,9,84
565,13/05/2014,9:16,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,1,315
566,25/09/2013,8:21,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis,1,23
567,15/07/2014,9:31,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,3,197
568,10/04/2014,9:22,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat,2,64
569,12/04/2013,8:26,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,7,23
570,13/11/2012,14:17,tellus nulla ut erat id mauris vulputate elementum nullam varius,8,335
571,26/05/2014,8:43,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,4,277
572,31/12/2013,8:22,viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,2,246
573,29/03/2013,9:08,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,4,35
574,30/11/2012,14:20,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed,5,43
575,8/01/2013,11:20,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in,10,353
576,27/10/2012,9:11,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue,3,168
577,11/12/2012,10:22,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,10,328
578,24/02/2014,12:04,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4,183
579,5/09/2013,15:46,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,10,41
580,15/10/2012,15:03,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam,10,329
581,8/09/2013,15:52,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo,1,266
582,17/04/2014,13:49,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,1,321
583,20/02/2014,16:58,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,1,339
584,22/10/2012,11:30,dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,10,231
585,9/02/2013,16:28,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,6,314
586,17/10/2013,12:52,in faucibus orci luctus et ultrices posuere cubilia curae mauris,1,68
587,11/11/2012,11:02,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,7,27
588,28/12/2013,12:48,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non,2,185
589,14/07/2013,13:40,volutpat sapien arcu sed augue aliquam erat volutpat in congue,4,253
590,5/03/2013,8:18,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,4,86
591,4/02/2013,13:29,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,6,206
592,1/03/2013,15:00,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,10,177
593,14/06/2014,8:34,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,5,254
594,17/07/2014,8:57,a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,8,134
595,20/02/2014,15:42,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,9,149
596,29/05/2013,13:24,nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,3,219
597,29/06/2014,10:46,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,4,301
598,20/10/2012,15:18,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,1,136
599,23/10/2012,9:28,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,8,354
600,23/04/2013,15:00,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,1,285
601,26/07/2013,11:53,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,6,225
602,31/01/2013,15:56,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum,3,193
603,2/04/2014,11:14,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut,3,159
604,24/04/2014,14:19,vulputate ut ultrices vel augue vestibulum ante ipsum primis in,1,25
605,7/03/2014,13:23,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,9,283
606,24/01/2013,12:49,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,9,185
607,30/06/2013,13:37,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,2,178
608,26/08/2013,8:51,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,9,105
609,17/10/2012,16:11,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,10,117
610,8/04/2014,12:07,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,1,51
611,21/01/2013,11:26,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,3,246
612,1/09/2013,10:11,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,5,278
613,1/01/2013,14:39,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin,7,356
614,13/03/2014,10:17,ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,6,168
615,7/01/2014,9:21,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,5,140
616,22/03/2013,13:29,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,1,61
617,8/11/2013,10:53,donec quis orci eget orci vehicula condimentum curabitur in libero ut,6,102
618,12/08/2014,11:57,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate,2,161
619,5/04/2013,11:01,dictumst etiam faucibus cursus urna ut tellus nulla ut erat,1,329
620,25/02/2014,8:43,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque,8,296
621,2/11/2012,14:09,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,10,312
622,7/05/2013,16:08,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,4,338
623,16/01/2014,11:21,massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci,7,277
624,21/10/2012,14:44,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,4,165
625,14/02/2013,13:33,diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna,6,336
626,14/11/2012,8:28,fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,8,38
627,24/07/2014,8:50,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,8,287
628,9/12/2013,9:29,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,9,77
629,27/03/2013,12:04,convallis duis consequat dui nec nisi volutpat eleifend donec ut,6,239
630,18/04/2014,12:26,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,5,285
631,1/12/2013,14:44,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,5,311
632,9/11/2012,14:04,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,4,184
633,28/05/2014,9:39,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi,9,66
634,16/10/2012,15:26,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,2,324
635,16/02/2013,10:14,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,8,267
636,1/04/2013,9:32,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,10,276
637,2/03/2013,14:54,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,1,124
638,20/10/2012,9:06,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus,8,342
639,19/01/2014,16:09,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,9,179
640,5/12/2013,15:11,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,6,75
641,21/08/2013,11:59,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,4,355
642,1/07/2013,9:57,eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,7,163
643,16/10/2012,10:20,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,5,42
644,30/04/2014,10:22,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,5,303
645,25/09/2013,16:55,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,5,221
646,31/01/2013,14:41,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non,10,26
647,9/12/2013,14:27,habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien,8,43
648,13/10/2012,9:53,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,3,345
649,7/08/2014,15:50,neque sapien placerat ante nulla justo aliquam quis turpis eget elit,5,92
650,18/01/2014,15:00,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,4,59
651,19/08/2013,8:30,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,5,333
652,24/10/2012,9:03,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam,4,183
653,27/01/2013,14:34,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,10,198
654,23/02/2013,8:53,ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,9,128
655,5/08/2013,9:27,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,8,139
656,6/05/2014,11:28,in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,7,121
657,5/04/2013,9:48,vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,2,357
658,20/06/2014,8:25,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna,10,168
659,23/11/2012,15:33,elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,6,200
660,25/07/2014,13:15,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,7,138
661,6/08/2013,12:59,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,5,178
662,14/06/2014,8:06,eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,4,119
663,20/08/2014,14:44,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,1,325
664,11/06/2013,14:37,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,4,142
665,10/08/2014,16:45,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,8,89
666,18/04/2014,13:16,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,1,339
667,20/03/2013,13:29,bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,8,159
668,8/04/2014,11:29,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,7,159
669,29/06/2013,10:14,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,6,300
670,11/06/2013,15:20,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,4,298
671,27/07/2014,16:09,vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,6,124
672,30/03/2013,9:17,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,7,266
673,24/04/2013,9:32,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2,55
674,31/10/2012,15:26,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,2,69
675,28/04/2013,11:30,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,3,90
676,11/04/2014,10:05,porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,10,162
677,6/02/2014,15:49,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,1,126
678,30/11/2012,16:46,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,5,45
679,8/02/2014,12:14,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,2,105
680,5/02/2014,12:27,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem,8,343
681,3/08/2013,14:19,nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo,3,125
682,23/11/2012,16:15,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,7,255
683,16/04/2014,15:37,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,3,353
684,5/09/2013,14:26,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,9,161
685,23/01/2013,11:21,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,6,121
686,9/04/2014,15:48,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,5,248
687,27/03/2014,11:39,quam sapien varius ut blandit non interdum in ante vestibulum,4,262
688,9/10/2012,13:11,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,10,58
689,13/12/2012,8:50,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean,5,187
690,3/11/2012,10:59,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede,1,261
691,5/12/2013,13:09,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,8,190
692,19/06/2014,10:46,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,8,244
693,23/06/2014,10:09,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,6,253
694,8/11/2012,13:15,pede venenatis non sodales sed tincidunt eu felis fusce posuere,2,324
695,11/05/2014,10:30,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,3,297
696,21/01/2014,12:14,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,6,139
697,16/06/2014,14:20,iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,4,197
698,1/01/2013,11:37,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,5,30
699,6/03/2014,11:38,sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,8,300
700,13/03/2014,13:57,volutpat in congue etiam justo etiam pretium iaculis justo in,4,214
701,10/08/2014,9:38,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,8,193
702,21/07/2014,12:56,non pretium quis lectus suspendisse potenti in eleifend quam a odio,9,211
703,17/07/2013,16:44,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,2,143
704,20/04/2014,9:26,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,1,297
705,9/10/2013,10:22,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,4,53
706,30/01/2013,8:46,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,4,173
707,5/12/2012,11:32,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,1,30
